-0.191122906,-0.133499584,-0.172962042,-0.115637416,-0.164167946,-0.159382065,0.182403961,0.157006931,0.172419874,0.122877538,0.142488287,0.127762945
-0.195028809,-0.150526684,-0.159134809,-0.145881561,-0.133294914,-0.148444782,0.160339106,0.174359507,0.151204122,0.140415772,0.138208184,0.139309708
-0.172926567,-0.172142688,-0.184690557,-0.120614831,-0.12965185,-0.15534484,0.168149696,0.15788403,0.152671231,0.151001152,0.162323847,0.134398005
-0.170586669,-0.131718725,-0.162048573,-0.118499223,-0.141631458,-0.132718524,0.186872394,0.134423293,0.156560238,0.126590645,0.154186293,0.151062328
-0.151581776,-0.1708645,-0.171974316,-0.116796552,-0.131195345,-0.134764498,0.196727132,0.152988228,0.164002313,0.119606463,0.142691846,0.131831155
-0.184949107,-0.143708424,-0.143346113,-0.114413792,-0.123195643,-0.156492917,0.178528984,0.140770888,0.178575237,0.127764054,0.131529966,0.135126112
-0.196034753,-0.15323908,-0.149555763,-0.143385525,-0.158574203,-0.13215211,0.155422959,0.152216906,0.138130289,0.117589592,0.131093453,0.154395635
-0.14806093,-0.16880922,-0.171241583,-0.116296169,-0.156926208,-0.122828404,0.184582146,0.149498629,0.143575052,0.126102717,0.15039399,0.122911716
-0.162221786,-0.163682384,-0.146502013,-0.127177668,-0.140265434,-0.160448646,0.162145827,0.135401771,0.184844801,0.141811273,0.124060888,0.120205068
-0.178126503,-0.167991297,-0.176205171,-0.140112551,-0.162802312,-0.129276775,0.188482358,0.169368733,0.179398682,0.152751542,0.149635622,0.152515009
-0.154254034,-0.161443994,-0.163331736,-0.125409219,-0.133162481,-0.124572274,0.164344969,0.156153286,0.154439365,0.143379721,0.155110855,0.13323059
-0.157854035,-0.167126974,-0.157109654,-0.147645738,-0.164454795,-0.12995725,0.170681044,0.146497879,0.167423124,0.133149441,0.133965469,0.157734649
-0.168903475,-0.142586031,-0.141780486,-0.141446503,-0.138503671,-0.130537101,0.169182792,0.139504924,0.170584426,0.124218431,0.135634768,0.157386986
-0.197085207,-0.162929355,-0.168192094,-0.150183617,-0.143988473,-0.146565557,0.176460383,0.175179577,0.14728263,0.124681695,0.139166737,0.158744352
-0.193178603,-0.138956536,-0.163827755,-0.136248297,-0.146597523,-0.138868261,0.159806069,0.141841107,0.145379677,0.151326871,0.146356178,0.118763424
-0.168470121,-0.16993841,-0.156174381,-0.144706231,-0.139279979,-0.141774088,0.158560194,0.16303084,0.145952702,0.13851307,0.140051674,0.140213601
