-0.172905918,-0.0136271,-0.125320246,0.010607506,-0.08963181,-0.025285031,0.180438485,0.342166514,0.120164047,0.337406317,0.167382077,0.246758589
-0.176439527,-0.015365157,-0.115301677,0.013381824,-0.072775866,-0.023549895,0.158611387,0.379983128,0.105378219,0.385564112,0.162354208,0.269059757
-0.156443973,-0.017571632,-0.133818182,0.011064088,-0.070786839,-0.024644549,0.166337814,0.344077982,0.106400686,0.414630236,0.190683061,0.259573401
-0.154327104,-0.013445317,-0.117412854,0.010870022,-0.077327422,-0.021055016,0.184858768,0.292949803,0.10911104,0.347602046,0.181123814,0.291758513
-0.137133673,-0.01744116,-0.124604586,0.010713835,-0.071629551,-0.021379598,0.194607317,0.333408522,0.114297622,0.328424356,0.1676212,0.254615842
-0.167320577,-0.014669177,-0.103861923,0.010495262,-0.067261903,-0.024826684,0.176605262,0.306783171,0.124453885,0.350824079,0.154509254,0.260979651
-0.177349589,-0.015642028,-0.108361145,0.013152861,-0.086577759,-0.020965158,0.153748214,0.331727572,0.096266713,0.322886282,0.153996479,0.298196391
-0.133948419,-0.017231365,-0.124073681,0.010667934,-0.085677993,-0.019486007,0.182593198,0.325803609,0.100061315,0.346262255,0.176668967,0.23738903
-0.146759524,-0.016708038,-0.10614854,0.011666102,-0.076581605,-0.025454238,0.16039864,0.295082208,0.128823313,0.389395981,0.145735271,0.232161468
-0.161148274,-0.017147875,-0.127670066,0.012852629,-0.088886206,-0.020509003,0.186451384,0.369106693,0.125027766,0.41943659,0.175778106,0.294564191
-0.139551223,-0.016479553,-0.118342575,0.011503881,-0.072703561,-0.019762661,0.162574085,0.340306159,0.107632946,0.393702744,0.182209904,0.25731868
-0.142808088,-0.017059648,-0.113834344,0.013543653,-0.089788423,-0.020616956,0.168841887,0.319264049,0.116681677,0.365611677,0.157370258,0.30464529
-0.152804344,-0.014554608,-0.102727542,0.012974993,-0.075619724,-0.020708946,0.167359779,0.304024244,0.118884874,0.341088242,0.159331196,0.303973822
-0.178299918,-0.016631172,-0.121864164,0.013776455,-0.078614296,-0.023251767,0.17455895,0.381770313,0.102645225,0.342360307,0.163480227,0.306595408
-0.174765675,-0.014184123,-0.118701967,0.012498158,-0.080038776,-0.022030636,0.158084094,0.309115507,0.101319006,0.415524622,0.171925718,0.229377108
-0.152412295,-0.017346628,-0.113156688,0.01327401,-0.07604357,-0.022491628,0.156851643,0.35529447,0.101718363,0.38033953,0.164519769,0.270805517
-0.136065556,-0.013589376,-0.132499806,0.011764712,-0.069328694,-0.024342402,0.144922304,0.30469384,0.123115187,0.407635015,0.189558405,0.261825065
-0.136425235,-0.017671392,-0.125819475,0.011887205,-0.086251713,-0.024486081,0.161454267,0.324052882,0.10450487,0.317141415,0.185260509,0.2523231
-0.160083866,-0.015197934,-0.105875519,0.013688648,-0.083969481,-0.023686723,0.169977497,0.367230694,0.097368863,0.319306697,0.182786334,0.269775953
-0.138402964,-0.017511416,-0.128364396,0.011323218,-0.087589184,-0.019027957,0.155486421,0.373403143,0.111224865,0.398771711,0.156586027,0.297033354
-0.149382966,-0.015740703,-0.130027813,0.011230481,-0.077593481,-0.025086554,0.159249236,0.375414223,0.103418197,0.334305082,0.183327171,0.282999481
-0.151916007,-0.016015442,-0.119932873,0.013411766,-0.081334206,-0.024035597,0.193219995,0.377793846,0.098760762,0.349164671,0.180050271,0.276478461
-0.156221483,-0.013743052,-0.131275862,0.01099511,-0.083370531,-0.022271478,0.17875699,0.313397613,0.10080495,0.37215649,0.186043704,0.296504075
-0.148212878,-0.015824402,-0.111100032,0.010552926,-0.078534912,-0.019614525,0.150251647,0.371254493,0.099465096,0.376051184,0.174425867,0.236541829
-0.167833147,-0.014985877,-0.111955974,0.010813668,-0.08405824,-0.023473258,0.163404524,0.347293312,0.106728249,0.363870835,0.159731275,0.246604836
-0.144525393,-0.016875668,-0.129547976,0.011190141,-0.074039276,-0.021655484,0.156156022,0.359532833,0.114641001,0.374929552,0.146553227,0.278523436
