w_u1,w_u2,w_u3,w_u4,w_u5,w_u6,w_l1,w_l2,w_l3,w_l4,w_l5,w_l6
0.3208614983489649,0.21599056046588444,0.1849292455584674,0.28805780915535695,0.1336288059754685,0.1183543283103674,-0.16745204310267822,-0.14070965353131706,-0.2191698981320791,-0.12010928609964441,-0.15861476072605984,0.04603579202298168
0.28204785376989944,0.23986207156996175,0.1621742524262663,0.3291721216367116,0.1296148266192982,0.12905077359241696,-0.17087419376095,-0.1586563555677071,-0.2016486362028192,-0.15152301680282715,-0.12878604716082365,0.042876675565638143
0.29578723470343554,0.21719716355383517,0.16374780251104162,0.35398708143752283,0.15223105249191005,0.12450077461101759,-0.15150934872363764,-0.1814398007842698,-0.23403175625080394,-0.12527918488348408,-0.1252662144174,0.0448696831303448
0.3287217877453287,0.1849228065791891,0.1679189637685701,0.2967623267004985,0.14459946629855885,0.13993791647640574,-0.14945925064617352,-0.1388326126834357,-0.20534082918206967,-0.12308176291063035,-0.1368405978042527,0.03833431542317052
0.34605697055848855,0.2104621304945705,0.17590097561711915,0.28038953479911066,0.13381970834375873,0.12212295026802258,-0.1328081422546704,-0.18009258012862045,-0.2179182950548722,-0.12131324670322377,-0.1267574989118568,0.03892527305201061
0.31404513872562173,0.19365503752221452,0.19153119077532924,0.2995131102999526,0.1233518396033739,0.1251752632626373,-0.16204287809871323,-0.15146985413839648,-0.18164189471262934,-0.11883834224943012,-0.11902839685566842,0.0452012926638091
0.2734000035563698,0.20940104123510644,0.1481518895079167,0.27566145131919595,0.12294246721774651,0.14302575542373047,-0.17175555055704358,-0.16151524312385424,-0.18951048928643294,-0.14893045467991928,-0.1532102327902469,0.038170712745221234
0.3246930790526649,0.20566157515525868,0.15399168011051206,0.29561849152431435,0.14104295702767727,0.1138603496885815,-0.1297233586778856,-0.1779262978233286,-0.2169898074848643,-0.12079351354979256,-0.15161798307407517,0.035477660727478634
0.2852260046130988,0.1862688747159341,0.19825562319465276,0.33244354829933004,0.11634716516964658,0.11135302215022436,-0.14213037072127194,-0.17252257096058624,-0.18564091145856204,-0.13209581594029562,-0.13552078121485794,0.04634386242693265
0.3315538289816735,0.23299638682105003,0.1924143782081934,0.35809046527827276,0.1403317416158145,0.14128362098646208,-0.15606526446181043,-0.17706420027006178,-0.22327944774062974,-0.14553091056884215,-0.1572953205858052,0.037340203206069594
0.2890944502749062,0.21481622252603277,0.16564421804236196,0.33612041079346816,0.1454665415955906,0.12341932913551411,-0.13514943736023582,-0.17016328978379736,-0.20696679780909644,-0.1302589786762439,-0.12865809390272803,0.03598135894217006
0.3002400563206609,0.20153351657417443,0.17956997234816982,0.31213789793487845,0.12563591021402254,0.14611888018548455,-0.1383035720067005,-0.1761531971609127,-0.19908244906066747,-0.15335541648133866,-0.15889190691996222,0.037536751163357536
0.2976045242943753,0.19191348109800963,0.18296063259506753,0.29120122108729585,0.12720141736823887,0.1457968196584439,-0.1479845224593609,-0.1502868427345753,-0.17965800051516254,-0.1469164476545445,-0.13381861147107732,0.037704234811191784
0.3104063221578333,0.24099022104783055,0.15796824896995254,0.29228723607628904,0.1305137794120342,0.14705422713785052,-0.17267590401685665,-0.17172887223569921,-0.2131256291567261,-0.15599143930546652,-0.13911788327641297,0.042333881568245586
0.28111020417611887,0.19512731084173035,0.15592723339087727,0.35475065557532115,0.1372562031170001,0.11001754254920737,-0.16925313926850477,-0.1464613252415744,-0.20759533131056643,-0.1415172200556918,-0.14163867900902294,0.04011060058905997
0.278918620727147,0.22427750399731425,0.1565418326922166,0.3247116789735586,0.13134369404675963,0.12988810320690025,-0.1476048396763254,-0.17911647399402209,-0.19789731106188177,-0.15030223480368143,-0.1345686596617686,0.0409499176187932
0.2577054875457288,0.19233615979676894,0.18947097045860625,0.34801497011988514,0.15133318734541576,0.1255807540546677,-0.13177371652267075,-0.14032012919218737,-0.2317260758476197,-0.13321238591478232,-0.12268584248791872,0.044319572300479074
0.28710315435180767,0.20455643866043005,0.16083019226156592,0.2707568194808294,0.14790197973927535,0.1210232687976723,-0.13212205057687507,-0.18246988989367754,-0.22004298860609017,-0.13459937870336983,-0.15263325286053644,0.04458116561609911
0.3022594355730793,0.23181217366590517,0.1498480689737,0.2726054106227683,0.14592673175896861,0.1293942872991828,-0.15503443037408104,-0.15692965578091672,-0.18516343024029572,-0.15499719333550854,-0.14859455648453354,0.04312579534035654
0.27649093893935944,0.23570849510201453,0.17117208478685397,0.3404479982971788,0.1250098231677675,0.14246792063242153,-0.13403739673195433,-0.18081802094740115,-0.22449374711097597,-0.12821331878776593,-0.15500007696803428,0.034643701764225474
0.28318209676164524,0.23697797742963306,0.15915783199088002,0.28541015540249237,0.14635850734351588,0.13573676857146375,-0.14467106282000863,-0.16253413784677262,-0.22740286143946578,-0.12716325756162078,-0.13731142352103873,0.045674431087857195
0.34358998929493145,0.23848010038661985,0.15199016478778948,0.2980964052963385,0.14374240723692003,0.13260905194123637,-0.14712420565346654,-0.1653710116085051,-0.20974803605839445,-0.1518620461059903,-0.14393110543837678,0.04376098043073694
0.31787141127897345,0.19783036424411338,0.15513611537140737,0.31772547727308753,0.14852724026987268,0.1422140591538648,-0.15129387655294027,-0.14190693955684094,-0.22958554733234537,-0.12449813650320926,-0.1475346394985159,0.04054909476639978
0.2671822964121341,0.2343521729834907,0.15307411456572548,0.3210505396177532,0.13925218692731253,0.11345400119218438,-0.14353788258052025,-0.16339838273072327,-0.19430046933478448,-0.11949127505147843,-0.13897740357510086,0.03571165098240086
0.2905711631927494,0.21922682081769082,0.16425191219496008,0.31065166922968585,0.12752081900760967,0.11828058295246413,-0.16253927963946752,-0.1547400146605548,-0.19579740787794528,-0.12244367031104153,-0.1487516260902397,0.0427371451740293
0.27768164399389267,0.2269529454373931,0.17642942674595685,0.32009295560788625,0.11700017763811718,0.13358989578139194,-0.13996670988662244,-0.17425347184977716,-0.22656368373662472,-0.12670648110904686,-0.13102181053579165,0.03942757072161261
0.32718616004200807,0.23933379936258714,0.16303161747848907,0.28281546563717896,0.14277134935944008,0.13823414317751748,-0.16708042685071461,-0.1792246611857961,-0.22783345059909696,-0.13672571996318644,-0.1343180287641959,0.045550060635775796
0.2984748453501885,0.19832779272160972,0.1841763446591986,0.2738543672421896,0.13515803548518615,0.12055638365745218,-0.15914639448829615,-0.13817131511516315,-0.18383889256675245,-0.12176627097987083,-0.1555670375020761,0.03436342855922988
0.2688853886361123,0.19437787130086667,0.1744007484095828,0.28049267745696516,0.14727098257220242,0.14643145435053315,-0.13066078281338603,-0.14233859202928723,-0.23078067946858105,-0.14484266030487383,-0.11920030125942234,0.04597497605023798
0.2876934528912679,0.20662647639475218,0.17716171661383595,0.3032587379253717,0.14949062120376466,0.14069050228786936,-0.1572519600919945,-0.17656934974527164,-0.18001193021494288,-0.1544376898242123,-0.14061421031573898,0.04404852335150112
0.2635429028370549,0.1910865179978184,0.19348003097790667,0.27016465716361937,0.13452121640802528,0.138990841935568,-0.1646682813312449,-0.16457095164262933,-0.20392880164587585,-0.11790311363617678,-0.15772390820257895,0.04504078805937254
0.3256101815559922,0.23647601196130527,0.19663199146299318,0.31917801756217534,0.12378588796693653,0.13479910847472645,-0.15800295582858173,-0.16749951731176876,-0.22065127968810605,-0.13579459889734935,-0.15579222642960328,0.0390435392255289
0.27127902467999226,0.1883063399996627,0.18663346315144214,0.31224131030251767,0.12056599037016943,0.1273866219573833,-0.13562999244538687,-0.14343210891004926,-0.23002299068071946,-0.13979365680848838,-0.14284167141972207,0.03588282289804678
0.31939718238190634,0.21322048472655472,0.17489903313372301,0.3447468580592026,0.1490327229042147,0.14764994891598726,-0.1452411172344301,-0.17538949908889245,-0.2098882990678985,-0.13519118683628684,-0.12794545786183115,0.04530772991215098
0.29533038807250167,0.2290237983887796,0.16916177935985224,0.3040113651231716,0.12244737038142418,0.13631644766005202,-0.1610233499471583,-0.15225975306176914,-0.21445343849765894,-0.1371762618723414,-0.14656329051253805,0.04101142513097885
0.3405228070546522,0.22898786136476446,0.1489900308325572,0.2875461716771722,0.11591389120030471,0.13756785435957794,-0.13937470116502357,-0.16666756381544365,-0.2154746106013795,-0.14419907304325943,-0.1428957647273244,0.03470645741399312
0.31678909572863145,0.1826319870615691,0.1473702872414225,0.330653005094893,0.11869802636186977,0.14431408767681078,-0.1660757988766972,-0.1720315706761035,-0.2156684459114834,-0.14973101177389414,-0.12189603284708524,0.03537287565273912
0.3299183197355993,0.18663519363316539,0.17209561213877608,0.3589436805173761,0.12495498025728966,0.11558303584604356,-0.1429790705316539,-0.15401076637754219,-0.20075377102660857,-0.15291877304773138,-0.12102734976813738,0.043939794418904415
0.2592969367742549,0.18396968097822058,0.1818043579089924,0.3083635367520821,0.13643826781126972,0.11705875690090047,-0.13680299658358575,-0.1373548049296071,-0.17360335862788284,-0.1295473872006896,-0.12451109997310843,0.03616467652342841
0.3231253105920972,0.23240895964417368,0.18051479113002128,0.3374802510040826,0.11497365263111782,0.11945403884317506,-0.12894246773904788,-0.1470112977873505,-0.18314941623471367,-0.15839721399516388,-0.15012454897764554,0.03719412980432031
0.2935166226639996,0.1793545687473003,0.19469703276377073,0.32615419434466025,0.1541684704631606,0.11271535700848612,-0.13782398101848875,-0.14781307704319,-0.2121685837111514,-0.15906598979152253,-0.15648244854035803,0.0367777634972332
0.31546005165931496,0.1811984677945457,0.18737405239865312,0.30560131440825333,0.13279795169795824,0.13946415871031975,-0.1406773119206575,-0.15354372182719572,-0.17721606495984615,-0.12558890612222484,-0.14482038545642084,0.04257680007648788
0.30311005550584014,0.22533800095856002,0.1837703114061081,0.2676379170812807,0.13772953914205374,0.12304796764564202,-0.1304726810598712,-0.13918209980930057,-0.2004283720255829,-0.14389217303176938,-0.12343259322573147,0.035190409513206775
0.3382142799100702,0.203089169523631,0.16729185529663257,0.3485234377461716,0.1319124902522308,0.11752029316246089,-0.13665900191303706,-0.15793625847903003,-0.2332851527073429,-0.12784210904439477,-0.1505573862631147,0.04062323282549579
0.31111537175778387,0.18217331284312716,0.15959166084693724,0.2764932325785199,0.1384169052576289,0.11497118459701143,-0.16381064252021058,-0.1493113612768378,-0.20468923248214338,-0.14652632457947712,-0.12610068339527641,0.03692889073417975
0.3386665646100436,0.2226652703748397,0.15708297962297854,0.3006318379265508,0.14167650189506764,0.13061272219613423,-0.1531409556402482,-0.1694681953004396,-0.1903653769840785,-0.15787075514501858,-0.1361481038145075,0.04227012306918562
0.33282877057760646,0.18741371101323392,0.15293906904518362,0.346493467341327,0.12915661904951348,0.11446400030086974,-0.17034783897361871,-0.15653016978934817,-0.2116873762066806,-0.14839472504659323,-0.11798566746955202,0.041248465523108985
0.34192539495720686,0.21964523809624498,0.19057778592906366,0.31641927689640303,0.1309742597808288,0.11622606063918109,-0.1642769664729282,-0.18301721121016343,-0.1765145863724869,-0.1327025568337479,-0.15382601453332828,0.03866640793895688
0.3067459363888491,0.22748381470761178,0.18812007860700924,0.3232319433999691,0.11784439920098937,0.1484782462071124,-0.14640390029585335,-0.16403055258495794,-0.17422471962720304,-0.14238839647133028,-0.13313438614256548,0.04167648703813351
0.27571434612794826,0.1805112933204746,0.17850601338307723,0.2667558119018886,0.1210698456638089,0.12634279739383833,-0.17005590107869883,-0.1559471143715497,-0.19699797545659797,-0.12894977610630448,-0.1313393470434984,0.044417054821940326
0.2655674725420395,0.21761726577246251,0.19365020749399414,0.2938006049419385,0.15048581367384756,0.1328021017742982,-0.14379449552737691,-0.15309690818663038,-0.18756546666144935,-0.13803152913406866,-0.14953663101439923,0.04329357833519247
0.2620965030138045,0.2232193778716154,0.16150173672274828,0.350102468458334,0.11955230395897676,0.13724238850908452,-0.15263368810504305,-0.14572127094517787,-0.18846369862424828,-0.13096149296663712,-0.12685623909706648,0.04351499281081154
0.3331114964838808,0.21116828057845102,0.17144804205512726,0.33226603462042453,0.1432833183849436,0.11965232105403006,-0.15970838750835303,-0.1443975165611916,-0.19574342383880022,-0.1566301451449671,-0.14729909204654038,0.03799525579858843
0.3042868209279457,0.20020845966545459,0.17305603592427773,0.3268063368208128,0.1282573380153033,0.11188978241185747,-0.14158717417663094,-0.1500354308107393,-0.22152696337913172,-0.1313656025860874,-0.15244820370482579,0.041457559294466276
0.29175001214043356,0.19699242584695195,0.19564190694295525,0.3412039659626725,0.11525175832523442,0.12178088512603277,-0.13339940247061213,-0.16109609254485974,-0.2250712413055436,-0.14132106405933859,-0.13030973297952475,0.04203806953594881
0.3368760171753925,0.1990706510891479,0.18148314088971237,0.2903865358205203,0.13968807269945463,0.13403488529837093,-0.15354684143574907,-0.17324360199822803,-0.187035079969949,-0.14317085646386682,-0.13252032638549185,0.039584353423098816
0.25787981930687603,0.22155499088852773,0.1684218268821695,0.33904250061031854,0.14989426279199766,0.12819496544842623,-0.15678833404023262,-0.16851319662964934,-0.20888185304947177,-0.13882372716302582,-0.14475854413793302,0.03997939147323126
0.3126996262661715,0.20735549346019932,0.14945575936889288,0.28334731561617627,0.12141503354283585,0.12697437976821377,-0.15876512884930022,-0.15920221307484786,-0.17862830938630447,-0.12402836314566111,-0.14546816433403204,0.03847560053325315
0.3083715110159188,0.2080852775339741,0.15086233709471308,0.33484442026938555,0.14223582882472735,0.13128499158202533,-0.15053082452813962,-0.1659060597376422,-0.22278594805975602,-0.14051323073072883,-0.13786188391071613,0.03638006585420593
0.33525555795355705,0.2120753070902963,0.19676167617436027,0.2779818453731138,0.13566644858323562,0.11063471457100431,-0.165352732185075,-0.17087608232390333,-0.1820826515574159,-0.13440885235329192,-0.12386863613018285,0.0391411111863254
0.26969643028629486,0.2305425571501232,0.16647895916102476,0.30645243581981557,0.11933296615737357,0.13563325453098798,-0.15462988937438008,-0.16056299128782017,-0.19158821071819696,-0.14758057350402223,-0.1298474191254503,0.04042670065383864
0.2730404193893403,0.22089204624408476,0.17043956683594658,0.3429332216953182,0.15281960949052759,0.13189435925672072,-0.16146373299833378,-0.18407811704515337,-0.176026390294051,-0.1510383059558824,-0.12117390536438963,0.03987736321283741
0.3449070804130299,0.21400196561198703,0.17818310796277773,0.356315693017529,0.1263678113707983,0.14471020878014565,-0.12826110960111894,-0.14848408150750805,-0.1936691667613625,-0.1572014234984471,-0.14113198595519533,0.034993921578626554
